Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/14  03:00:00,10061200.13643804,10061200.13643804,14018724.220037224 
 01/14  04:00:00,10971560.98181108,10971560.98181108,15760547.24721957 
 01/14  05:00:00,10323705.182677103,10323705.182677103,17651410.465399534 
 01/14  06:00:00,12508379.711474845,12508379.711474845,16475075.290151611 
 01/14  07:00:00,17041119.55252917,17041119.55252917,16924908.861796 
 01/14  08:00:00,13023846.243215438,13023846.243215438,16214047.361908766 
 01/14  09:00:00,11117485.221298575,11117485.221298575,11955230.7730965 
 01/14  10:00:00,9847283.795675743,9847283.795675743,7530531.657317634 
 01/14  11:00:00,9694262.473004017,9694262.473004017,3402000.774183866 
 01/14  12:00:00,8577989.591835894,8577989.591835892,277675.9988787008 
 01/14  13:00:00,7566168.84548806,7566168.84548806,0.0 
 01/14  14:00:00,8336757.0117570385,8336757.011757038,0.0 
 01/14  15:00:00,6449896.89844614,6449896.898446139,0.0 
 01/14  16:00:00,8522617.91155249,8522617.91155249,0.0 
 01/14  17:00:00,10059483.556805493,10059483.556805493,4218669.03854241 
 01/14  18:00:00,17586842.403871093,17586842.403871093,5811899.861299874 
 01/14  19:00:00,17909875.84680461,17909875.84680461,6141377.3254508255 
 01/14  20:00:00,17847204.009807914,17847204.009807914,8019710.833576181 
 01/14  21:00:00,17724379.66418931,17724379.66418931,9846089.068613391 
 01/14  22:00:00,16222418.617799992,16222418.617799992,10071028.222398141 
 01/14  23:00:00,15282254.500424746,15282254.500424746,10581765.438629087 
 01/14  24:00:00,12651280.700270308,12651280.700270306,11625153.56039245 
 01/15  01:00:00,11126988.44260976,11126988.442609759,12605044.089249637 
 01/15  02:00:00,10085354.044179719,10085354.044179719,12725287.724703928 
 01/15  03:00:00,10032979.69143559,10032979.69143559,13416468.727121536 
 01/15  04:00:00,10941165.154552322,10941165.154552322,15109619.697646638 
 01/15  05:00:00,10238037.296778196,10238037.296778196,15823163.077925125 
 01/15  06:00:00,12504547.732412145,12504547.732412145,16390917.636805687 
 01/15  07:00:00,17050843.882817343,17050843.882817343,17115538.00113416 
 01/15  08:00:00,12993432.39537402,12993432.39537402,15546804.29385032 
 01/15  09:00:00,11117519.963115765,11117519.963115765,11944682.720088713 
 01/15  10:00:00,9896563.343334567,9896563.343334567,8569977.824738555 
 01/15  11:00:00,9813436.727684801,9813436.727684801,5934515.886612572 
 01/15  12:00:00,8683506.94289149,8683506.94289149,2520341.354657497 
 01/15  13:00:00,8488875.8479965,8488875.8479965,0.0 
 01/15  14:00:00,7420946.453538966,7420946.453538966,0.0 
 01/15  15:00:00,7359929.145514552,7359929.145514551,0.0 
 01/15  16:00:00,7606454.654517986,7606454.654517986,0.0 
 01/15  17:00:00,9861265.926156769,9861265.926156769,0.0 
 01/15  18:00:00,17344629.150090102,17344629.150090102,642144.6129683391 
 01/15  19:00:00,17759328.03765607,17759328.03765607,2912262.637006917 
 01/15  20:00:00,17822393.545229044,17822393.545229044,4580275.56498632 
 01/15  21:00:00,17374459.52849416,17374459.52849416,5238955.624804292 
 01/15  22:00:00,16082612.657168563,16082612.657168563,7077297.193193352 
 01/15  23:00:00,15284445.49122087,15284445.49122087,10619365.370956471 
 01/15  24:00:00,12689060.563111212,12689060.563111212,12427883.09416837 
 01/16  01:00:00,11171135.005916912,11171135.00591691,13545841.405814685 
 01/16  02:00:00,10143675.734990587,10143675.734990587,13969937.078884162 
 01/16  03:00:00,10976853.24297919,10976853.242979188,14967204.610219862 
 01/16  04:00:00,10016517.358583823,10016517.358583823,13969598.13947556 
 01/16  05:00:00,11032561.877494395,11032561.877494395,14126573.352373179 
 01/16  06:00:00,12400483.664330855,12400483.664330855,14175124.75315154 
 01/16  07:00:00,15953695.45475811,15953695.45475811,14348959.522499014 
 01/16  08:00:00,12934885.55693059,12934885.55693059,14270029.325981833 
 01/16  09:00:00,11088289.766263384,11088289.76626338,11294022.624848496 
 01/16  10:00:00,10362474.301213617,10362474.301213617,7956388.781795385 
 01/16  11:00:00,9298643.193608552,9298643.193608554,5399908.35140147 
 01/16  12:00:00,8714150.976133298,8714150.976133298,3160603.5411951886 
 01/16  13:00:00,8563814.426936312,8563814.426936314,1585702.534572109 
 01/16  14:00:00,7421151.596487208,7421151.596487208,0.0 
 01/16  15:00:00,7360199.922540255,7360199.922540254,0.0 
 01/16  16:00:00,7606780.639078241,7606780.639078241,0.0 
 01/16  17:00:00,10855805.569461577,10855805.569461577,1484507.903847506 
 01/16  18:00:00,16525631.060656857,16525631.060656857,3300581.219728591 
 01/16  19:00:00,18767235.908505693,18767235.90850569,3957584.1135958936 
 01/16  20:00:00,17746327.305762783,17746327.30576278,5848844.967645345 
